date,price
Oct 1997,0.2867746645834483
Nov 1997,0.2867746645834483
Dec 1997,0.4916137107144828
Jan 1998,0.3142465304165518
Feb 1998,0.39280816302068977
Mar 1998,0.3142465304165518
Apr 1998,0.23568489781241383
May 1998,0.35352734671862074
Jun 1998,0.3142465304165518
Jul 1998,0.3142465304165518
Aug 1998,0.47136979562482767
Sep 1998,0.19640408151034489
Oct 1998,0.27496571411448284
Nov 1998,0.27496571411448284
Dec 1998,0.47136979562482767
Jan 1999,0.31589243981517245
Feb 1999,0.39486554976896554
Mar 1999,0.31589243981517245
Apr 1999,0.2369193298613793
May 1999,0.35537899479206897
Jun 1999,0.31589243981517245
Jul 1999,0.31589243981517245
Aug 1999,0.4738386597227586
Sep 1999,0.19743277488448277
Oct 1999,0.2764058848382759
Nov 1999,0.2764058848382759
Dec 1999,0.4738386597227586
Jan 2000,0.3274156498675862
Feb 2000,0.40926956233448275
Mar 2000,0.3274156498675862
Apr 2000,0.24556173740068962
May 2000,0.3683426061010344
Jun 2000,0.3274156498675862
Jul 2000,0.3274156498675862
Aug 2000,0.49112347480137925
Sep 2000,0.20463478116724138
Oct 2000,0.2864886936341379
Nov 2000,0.2864886936341379
Dec 2000,0.49112347480137925
Jan 2001,0.3293505654813793
Feb 2001,0.41168820685172414
Mar 2001,0.3293505654813793
Apr 2001,0.24701292411103445
May 2001,0.37051938616655167
Jun 2001,0.3293505654813793
Jul 2001,0.3293505654813793
Aug 2001,0.4940258482220689
Sep 2001,0.20584410342586207
Oct 2001,0.2881817447962069
Nov 2001,0.2881817447962069
Dec 2001,0.4940258482220689
Jan 2002,0.32926008330758627
Feb 2002,0.41157510413448284
Mar 2002,0.32926008330758627
Apr 2002,0.2469450624806897
May 2002,0.37041759372103455
Jun 2002,0.32926008330758627
Jul 2002,0.32926008330758627
Aug 2002,0.4938901249613794
Sep 2002,0.20578755206724142
Oct 2002,0.288102572894138
Nov 2002,0.288102572894138
Dec 2002,0.4938901249613794
Jan 2003,0.33500708957517233
Feb 2003,0.41875886196896545
Mar 2003,0.33500708957517233
Apr 2003,0.2512553171813792
May 2003,0.37688297577206886
Jun 2003,0.33500708957517233
Jul 2003,0.33500708957517233
Aug 2003,0.5025106343627584
Sep 2003,0.20937943098448272
Oct 2003,0.2931312033782758
Nov 2003,0.2931312033782758
Dec 2003,0.5025106343627584
Jan 2004,0.3421077247641379
Feb 2004,0.42763465595517247
Mar 2004,0.3421077247641379
Apr 2004,0.2565807935731034
May 2004,0.38487119035965517
Jun 2004,0.3421077247641379
Jul 2004,0.3421077247641379
Aug 2004,0.5131615871462069
Sep 2004,0.21381732797758624
Oct 2004,0.29934425916862073
Nov 2004,0.29934425916862073
Dec 2004,0.5131615871462069
Jan 2005,0.34810883609931026
Feb 2005,0.43513604512413784
Mar 2005,0.34810883609931026
Apr 2005,0.2610816270744827
May 2005,0.391622440611724
Jun 2005,0.34810883609931026
Jul 2005,0.34810883609931026
Aug 2005,0.5221632541489654
Sep 2005,0.21756802256206892
Oct 2005,0.3045952315868965
Nov 2005,0.3045952315868965
Dec 2005,0.5221632541489654
Jan 2006,0.3617771002565518
Feb 2006,0.4522213753206898
Mar 2006,0.3617771002565518
Apr 2006,0.27133282519241386
May 2006,0.40699923778862074
Jun 2006,0.3617771002565518
Jul 2006,0.3617771002565518
Aug 2006,0.5426656503848277
Sep 2006,0.2261106876603449
Oct 2006,0.31655496272448286
Nov 2006,0.31655496272448286
Dec 2006,0.5426656503848277
Jan 2007,0.35732338441379313
Feb 2007,0.4466542305172414
Mar 2007,0.35732338441379313
Apr 2007,0.2679925383103448
May 2007,0.40198880746551724
Jun 2007,0.35732338441379313
Jul 2007,0.35732338441379313
Aug 2007,0.5359850766206896
Sep 2007,0.2233271152586207
Oct 2007,0.312657961362069
Nov 2007,0.312657961362069
Dec 2007,0.5359850766206896
Jan 2008,0.355530024275862
Feb 2008,0.4444125303448275
Mar 2008,0.355530024275862
Apr 2008,0.26664751820689647
May 2008,0.39997127731034476
Jun 2008,0.355530024275862
Jul 2008,0.355530024275862
Aug 2008,0.5332950364137929
Sep 2008,0.22220626517241376
Oct 2008,0.3110887712413793
Nov 2008,0.3110887712413793
Dec 2008,0.5332950364137929
Jan 2009,0.3491458632689657
Feb 2009,0.4364323290862071
Mar 2009,0.3491458632689657
Apr 2009,0.26185939745172426
May 2009,0.3927890961775864
Jun 2009,0.3491458632689657
Jul 2009,0.3491458632689657
Aug 2009,0.5237187949034485
Sep 2009,0.21821616454310355
Oct 2009,0.30550263036034503
Nov 2009,0.30550263036034503
Dec 2009,0.5237187949034485
Jan 2010,0.35264389547034486
Feb 2010,0.44080486933793106
Mar 2010,0.35264389547034486
Apr 2010,0.2644829216027586
May 2010,0.39672438240413793
Jun 2010,0.35264389547034486
Jul 2010,0.35264389547034486
Aug 2010,0.5289658432055172
Sep 2010,0.22040243466896553
Oct 2010,0.30856340853655173
Nov 2010,0.30856340853655173
Dec 2010,0.5289658432055172
Jan 2011,0.3566373957213794
Feb 2011,0.4457967446517243
Mar 2011,0.3566373957213794
Apr 2011,0.26747804679103454
May 2011,0.40121707018655184
Jun 2011,0.3566373957213794
Jul 2011,0.3566373957213794
Aug 2011,0.5349560935820691
Sep 2011,0.22289837232586215
Oct 2011,0.312057721256207
Nov 2011,0.312057721256207
Dec 2011,0.5349560935820691
Jan 2012,0.359800684866207
Feb 2012,0.4497508560827587
Mar 2012,0.359800684866207
Apr 2012,0.2698505136496552
May 2012,0.4047757704744828
Jun 2012,0.359800684866207
Jul 2012,0.359800684866207
Aug 2012,0.5397010272993104
Sep 2012,0.22487542804137936
Oct 2012,0.31482559925793113
Nov 2012,0.31482559925793113
Dec 2012,0.5397010272993104
Jan 2013,0.36252162640827584
Feb 2013,0.45315203301034485
Mar 2013,0.36252162640827584
Apr 2013,0.2718912198062069
May 2013,0.4078368297093103
Jun 2013,0.36252162640827584
Jul 2013,0.36252162640827584
Aug 2013,0.5437824396124138
Sep 2013,0.22657601650517242
Oct 2013,0.3172064231072414
Nov 2013,0.3172064231072414
Dec 2013,0.5437824396124138
Jan 2014,0.35993395614620705
Feb 2014,0.4499174451827588
Mar 2014,0.35993395614620705
Apr 2014,0.26995046710965526
May 2014,0.4049257006644829
Jun 2014,0.35993395614620705
Jul 2014,0.35993395614620705
Aug 2014,0.5399009342193105
Sep 2014,0.2249587225913794
Oct 2014,0.3149422116279312
Nov 2014,0.3149422116279312
Dec 2014,0.5399009342193105
Jan 2015,0.35805546157517243
Feb 2015,0.44756932696896556
Mar 2015,0.35805546157517243
Apr 2015,0.2685415961813793
May 2015,0.40281239427206894
Jun 2015,0.35805546157517243
Jul 2015,0.35805546157517243
Aug 2015,0.5370831923627586
Sep 2015,0.22378466348448278
Oct 2015,0.3132985288782759
Nov 2015,0.3132985288782759
Dec 2015,0.5370831923627586
Jan 2016,0.37530981751448267
Feb 2016,0.46913727189310334
Mar 2016,0.37530981751448267
Apr 2016,0.281482363135862
May 2016,0.422223544703793
Jun 2016,0.37530981751448267
Jul 2016,0.37530981751448267
Aug 2016,0.562964726271724
Sep 2016,0.23456863594655167
Oct 2016,0.32839609032517236
Nov 2016,0.32839609032517236
Dec 2016,0.562964726271724
Jan 2017,0.3897420746868966
Feb 2017,0.4871775933586207
Mar 2017,0.3897420746868966
Apr 2017,0.2923065560151724
May 2017,0.4384598340227586
Jun 2017,0.3897420746868966
Jul 2017,0.3897420746868966
Aug 2017,0.5846131120303448
Sep 2017,0.24358879667931035
Oct 2017,0.3410243153510345
Nov 2017,0.3410243153510345
Dec 2017,0.5846131120303448
Jan 2018,0.3871888503310344
Feb 2018,0.48398606291379304
Mar 2018,0.3871888503310344
Apr 2018,0.2903916377482758
May 2018,0.43558745662241366
Jun 2018,0.3871888503310344
Jul 2018,0.3871888503310344
Aug 2018,0.5807832754965516
Sep 2018,0.24199303145689652
Oct 2018,0.33879024403965513
Nov 2018,0.33879024403965513
Dec 2018,0.5807832754965516
Jan 2019,0.3852778108248277
Feb 2019,0.4815972635310346
Mar 2019,0.3852778108248277
Apr 2019,0.28895835811862075
May 2019,0.43343753717793115
Jun 2019,0.3852778108248277
Jul 2019,0.3852778108248277
Aug 2019,0.5779167162372415
Sep 2019,0.2407986317655173
Oct 2019,0.33711808447172426
Nov 2019,0.33711808447172426
Dec 2019,0.5779167162372415
